업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태
랏토하우스,외국인관광도시민박업,"서울특별시 종로구 자하문로 258, 3층 (부암동)",CDFI2262212024000001,2024-01-16,영업/정상(영업중)
연희블레스,외국인관광도시민박업,서울특별시 서대문구 성산로7안길 3 (연희동),CDFI2262212018000010,2018-08-14,영업/정상(영업중)
TES,외국인관광도시민박업,"서울특별시 광진구 긴고랑로26길 25-15, 301호 (중곡동, 보이드 군자)",CDFI2262212025000058,2025-09-10,영업/정상(영업중)
동교 네스트,외국인관광도시민박업,"서울특별시 마포구 신촌로8길 4-8, 지층 101호 (동교동)",CDFI2262212024000121,2024-06-04,영업/정상(영업중)
해피 스테이,외국인관광도시민박업,"서울특별시 종로구 종로58길 8-3, 202호 (숭인동)",CDFI2262212025000118,2025-09-10,영업/정상(영업중)
Goeun Stay Seoul,외국인관광도시민박업,서울특별시 용산구 만리재로28길 15 (객실:2개) 1층 101호 (서계동),CDFI2262212019000028,2019-06-17,영업/정상(영업중)
유현 스테이,외국인관광도시민박업,"서울특별시 강동구 양재대로91가길 59, 지층 101호 (성내동)",CDFI2262212025000063,2025-08-21,영업/정상(영업중)
달온재,외국인관광도시민박업,"서울특별시 강서구 화곡로35길 23-6, 402호 (화곡동, 삼성파크빌)",CDFI2262212025000007,2025-01-21,영업/정상(영업중)
딥 서울,외국인관광도시민박업,"서울특별시 마포구 양화로16길 14-14, 지하101호 (서교동)",CDFI2262212025000324,2025-08-21,영업/정상(영업중)
주니 스테이 (Junny Stay),외국인관광도시민박업,"서울특별시 서대문구 연희로2길 40, 401호 (창천동)",CDFI2262212025000086,2025-09-02,영업/정상(영업중)
연 하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로1길 40, 202호 (창천동)",CDFI2262212025000087,2025-09-02,영업/정상(영업중)
IW Home stay,외국인관광도시민박업,"서울특별시 성동구 뚝섬로3나길 26, 302호 (성수동1가)",CDFI2262212025000032,2025-09-02,영업/정상(영업중)
메종 서울,외국인관광도시민박업,"서울특별시 강남구 역삼로81길 22-2, 201호 (대치동)",CDFI2262212025000010,2025-08-20,영업/정상(영업중)
창덕 102,외국인관광도시민박업,"서울특별시 종로구 자하문로19길 3, 102호 (옥인동, 홀로세 다세대주택)",CDFI2262212025000101,2025-08-19,영업/정상(영업중)
홍대역 콘도 (Hongdae Station Condo),외국인관광도시민박업,"서울특별시 서대문구 연희로2안길 7-15, 101호 (창천동)",CDFI2262212025000081,2025-08-20,영업/정상(영업중)
NOOK 601,외국인관광도시민박업,"서울특별시 강서구 남부순환로3길 13-10, 601호 (공항동, CL HOUSE)",CDFI2262212025000044,2025-08-13,영업/정상(영업중)
부자,외국인관광도시민박업,"서울특별시 노원구 덕릉로90길 5, 703호 (중계동, 중계쉐르빌)",CDFI2262212025000008,2025-08-19,영업/정상(영업중)
더 케이스타일,외국인관광도시민박업,"서울특별시 강남구 도산대로15길 31, B동 202호 (신사동, 신사동빌라트2)",CDFI2262212025000013,2025-09-02,영업/정상(영업중)
잼잼스테이,외국인관광도시민박업,"서울특별시 강남구 도곡로27길 30, 304호 (역삼동, S클레스4차)",CDFI2262212025000009,2025-08-19,영업/정상(영업중)
헬로우 서촌,외국인관광도시민박업,서울특별시 종로구 자하문로7길 27-2 (체부동),CDFI2262212018000006,2018-06-08,영업/정상(영업중)
헤이,외국인관광도시민박업,"서울특별시 마포구 월드컵로5길 33-24, 2층 301호 (합정동)",CDFI2262212025000337,2025-09-02,영업/정상(영업중)
와이하우스,외국인관광도시민박업,"서울특별시 마포구 동교로25길 26-13, B02호 (동교동)",CDFI2262212025000335,2025-09-01,영업/정상(영업중)
해피 네스트,외국인관광도시민박업,"서울특별시 마포구 동교로 142-12, 201호 (서교동)",CDFI2262212017000037,2017-05-01,영업/정상(영업중)
홍대 모던 하우스(HONGDAE MODERN HOUSE),외국인관광도시민박업,"서울특별시 서대문구 신촌로11길 11-11, 401호 (창천동)",CDFI2262212024000070,2024-12-03,영업/정상(영업중)
홈어웨이프럼홈 망원,외국인관광도시민박업,"서울특별시 마포구 월드컵로20길 53, 지층호 (서교동)",CDFI2262212024000080,2024-04-25,영업/정상(영업중)
이하우스(Yi House),외국인관광도시민박업,"서울특별시 마포구 동교로25길 26-13, 201호 (동교동)",CDFI2262212025000336,2025-09-01,영업/정상(영업중)
탑 스테이,외국인관광도시민박업,"서울특별시 양천구 목동중앙남로4길 9, 아산들 5층 (목동)",CDFI2262212025000036,2025-09-01,영업/정상(영업중)
고미하우스,외국인관광도시민박업,"서울특별시 마포구 매봉산로2길 63, 4층 402호 (상암동)",CDFI2262212025000332,2025-08-29,영업/정상(영업중)
온유그린스테이,외국인관광도시민박업,"서울특별시 광진구 아차산로25길 57-1, 102호 (화양동)",CDFI2262212023000008,2023-10-05,영업/정상(영업중)
수 하우스,외국인관광도시민박업,"서울특별시 동대문구 이문로12길 60, 203호 (휘경동, 스위트퀸)",CDFI2262212025000017,2025-09-03,영업/정상(영업중)
대두의 게스트하우스 에어비앤비 홍대을지로 동대문역점,외국인관광도시민박업,"서울특별시 종로구 청계천로 307, 동대문신발상가 나동 407호 (창신동)",CDFI2262212023000010,2023-06-12,영업/정상(영업중)
성수 포레하우스,외국인관광도시민박업,"서울특별시 성동구 왕십리로6길 11, 402호 (성수동1가)",CDFI2262212025000031,2025-09-02,영업/정상(영업중)
Casa Azul,외국인관광도시민박업,"서울특별시 관악구 신림로29길 4-18, 2층 (신림동)",CDFI2262212023000016,2023-12-05,영업/정상(영업중)
스테이 네버랜드 DMC,외국인관광도시민박업,"서울특별시 마포구 매봉산로2안길 18-10, 4층 501호 (상암동)",CDFI2262212025000338,2025-09-03,영업/정상(영업중)
SOUL BY SEOUL,외국인관광도시민박업,서울특별시 광진구 구의로11길 8 (구의동),CDFI2262212025000056,2025-09-03,영업/정상(영업중)
김포공항앞 아파트 복층,외국인관광도시민박업,"서울특별시 강서구 공항대로4길 21, 501호 (공항동, 송정제이빌아파트)",CDFI2262212025000049,2025-09-05,영업/정상(영업중)
초이 스테이,외국인관광도시민박업,"서울특별시 강동구 천중로32길 13-10, 202호 (천호동, 크리스탈 하우스)",CDFI2262212025000068,2025-09-03,영업/정상(영업중)
낙산성곽 게스트,외국인관광도시민박업,서울특별시 종로구 낙산성곽서길 95-3 (충신동),CDFI2262212025000116,2025-09-03,영업/정상(영업중)
By the Fortrees,외국인관광도시민박업,"서울특별시 종로구 낙산성곽동길 43-7, 201호 (창신동)",CDFI2262212025000114,2025-09-03,영업/정상(영업중)
브라우니 포레스트,외국인관광도시민박업,"서울특별시 마포구 월드컵북로22길 25, 2층 203호 (성산동)",CDFI2262212025000312,2025-08-13,영업/정상(영업중)
Ivon Stay,외국인관광도시민박업,"서울특별시 종로구 성균관로7길 28, 102호 (명륜3가)",CDFI2262212025000115,2025-09-03,영업/정상(영업중)
혀니스테이 잠실,외국인관광도시민박업,"서울특별시 송파구 오금로19길 26, B03호 (방이동)",CDFI2262212024000025,2024-07-22,영업/정상(영업중)
다온스테이,외국인관광도시민박업,"서울특별시 은평구 은평로21길 16, B동 602호 (녹번동, DH팰리스)",CDFI2262212025000009,2025-08-13,영업/정상(영업중)
서촌 모던 리트리트 하우스,외국인관광도시민박업,서울특별시 종로구 옥인6가길 64 (누상동),CDFI2262212025000094,2025-08-13,영업/정상(영업중)
봄하우스,외국인관광도시민박업,"서울특별시 송파구 백제고분로28길 6-13, 303호 (삼전동, 동주빌)",CDFI2262212025000045,2025-07-07,영업/정상(영업중)
한가로이,외국인관광도시민박업,"서울특별시 송파구 송파대로40길 7-18, B01호 (송파동)",CDFI2262212025000050,2025-07-24,영업/정상(영업중)
Black B,외국인관광도시민박업,"서울특별시 송파구 삼학사로11길 21, B02호 (삼전동)",CDFI2262212025000048,2025-07-18,영업/정상(영업중)
Luna Stay,외국인관광도시민박업,"서울특별시 송파구 백제고분로18길 23-24, 203호 (잠실동)",CDFI2262212025000054,2025-08-07,영업/정상(영업중)
Haven Hongdae House,외국인관광도시민박업,"서울특별시 마포구 동교로 240, 계림빌딩 3층 (연남동)",CDFI2262212021000048,2021-07-27,영업/정상(영업중)
뮤즈스테이 마포,외국인관광도시민박업,"서울특별시 마포구 새터산5길 42, 지층 102호 (성산동)",CDFI2262212025000310,2025-08-12,영업/정상(영업중)
매그놀리아 잠실점,외국인관광도시민박업,"서울특별시 송파구 삼전로12길 5-8, 102호 (삼전동)",CDFI2262212025000053,2025-07-30,영업/정상(영업중)
다니숲 스테이,외국인관광도시민박업,서울특별시 영등포구 영등포로67가길 19 (신길동),CDFI2262212023000006,2023-10-18,영업/정상(영업중)
One Stay,외국인관광도시민박업,"서울특별시 송파구 석촌호수로12길 25, 4층 2호 (잠실동)",CDFI2262212025000051,2025-07-24,영업/정상(영업중)
스테이 소소온,외국인관광도시민박업,"서울특별시 마포구 백범로21길 20, B102호 (염리동)",CDFI2262212025000308,2025-08-11,영업/정상(영업중)
소담,외국인관광도시민박업,"서울특별시 관악구 신림로26길 29-9, 201호 (신림동, 블루마운틴)",CDFI2262212025000055,2025-08-12,영업/정상(영업중)
오나우미 201 (ONAUMI 201),외국인관광도시민박업,"서울특별시 서대문구 독립문로12길 46, 201호 (천연동)",CDFI2262212025000079,2025-08-12,영업/정상(영업중)
댄디하우스,외국인관광도시민박업,"서울특별시 동작구 상도로45길 77, 401호 (상도1동)",CDFI2262212025000011,2025-08-12,영업/정상(영업중)
스테이영,외국인관광도시민박업,"서울특별시 송파구 삼학사로8길 24-1, 103호 (석촌동)",CDFI2262212025000052,2025-07-30,영업/정상(영업중)
네스트 스테이,외국인관광도시민박업,"서울특별시 송파구 삼학사로6길 24, 번영주택 B02호 (석촌동)",CDFI2262212025000047,2025-07-09,영업/정상(영업중)
더 잠실 까사,외국인관광도시민박업,"서울특별시 송파구 송파대로42길 48-1, 102호 (송파동)",CDFI2262212025000049,2025-07-18,영업/정상(영업중)
호수빌 스테이,외국인관광도시민박업,"서울특별시 송파구 백제고분로41길 12-6, 202호 (송파동)",CDFI2262212025000055,2025-08-08,영업/정상(영업중)
테오스테이2,외국인관광도시민박업,"서울특별시 관악구 인헌13길 32, 102호 (봉천동)",CDFI2262212024000016,2024-03-22,영업/정상(영업중)
Stay Iris,외국인관광도시민박업,"서울특별시 마포구 월드컵북로44길 76-12, 3층 (상암동)",CDFI2262212025000311,2025-08-12,영업/정상(영업중)
아늑 스테이,외국인관광도시민박업,"서울특별시 광진구 아차산로53길 79, B03호 (구의동)",CDFI2262212025000050,2025-08-12,영업/정상(영업중)
강동둔촌 BNB,외국인관광도시민박업,"서울특별시 강동구 명일로 157-5, 대광맨션 지하층 4호 (둔촌동)",CDFI2262212025000066,2025-08-27,영업/정상(영업중)
TES gunja,외국인관광도시민박업,"서울특별시 광진구 긴고랑로26길 25-15, 401호 (중곡동, 보이드 군자)",CDFI2262212025000055,2025-08-28,영업/정상(영업중)
리버사이드 스테이,외국인관광도시민박업,"서울특별시 마포구 동교로8안길 39, 2~5층 (합정동)",CDFI2262212025000281,2025-07-18,영업/정상(영업중)
Seoul Earl-Stay,외국인관광도시민박업,"서울특별시 용산구 한강대로 348, 3층 (갈월동)",CDFI2262212023000103,2023-12-29,영업/정상(영업중)
네스트스테이 천호,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 501호 (성내동)",CDFI2262212024000053,2024-12-11,영업/정상(영업중)
서촌백호정살롱,외국인관광도시민박업,서울특별시 종로구 옥인6가길 55 (누상동),CDFI2262212025000105,2025-08-25,영업/정상(영업중)
Starfall Stay,외국인관광도시민박업,"서울특별시 관악구 남부순환로247다길 22, 101호 (봉천동)",CDFI2262212024000082,2024-08-09,영업/정상(영업중)
쉼표 스테이,외국인관광도시민박업,"서울특별시 강동구 양재대로95길 19, 3층 302호 (성내동)",CDFI2262212025000056,2025-07-24,영업/정상(영업중)
익스테이 맨션 연남,외국인관광도시민박업,"서울특별시 마포구 성미산로23길 20, 3층 301호 (연남동)",CDFI2262212024000367,2024-11-04,영업/정상(영업중)
Urban Stay,외국인관광도시민박업,"서울특별시 종로구 종로63마길 21, 201호 (숭인동, 현대숭인빌)",CDFI2262212025000111,2025-08-27,영업/정상(영업중)
아르테,외국인관광도시민박업,"서울특별시 마포구 성미산로 126-7, 2층 203호 (연남동)",CDFI2262212024000314,2024-10-11,영업/정상(영업중)
클래식,외국인관광도시민박업,"서울특별시 동작구 여의대방로22나길 4, 지층 (신대방동)",CDFI2262212025000012,2025-08-25,영업/정상(영업중)
서울메이트스테이,외국인관광도시민박업,"서울특별시 관악구 봉천로 293-11, 401호 (봉천동)",CDFI2262212024000009,2024-02-02,영업/정상(영업중)
경복궁그린티스테이,외국인관광도시민박업,"서울특별시 종로구 옥인6길 4, 인왕산그린빌라 202호 (누상동)",CDFI2262212025000103,2025-08-25,영업/정상(영업중)
정원 2,외국인관광도시민박업,"서울특별시 종로구 창덕궁3길 8, 101호 (원서동)",CDFI2262212025000107,2025-08-26,영업/정상(영업중)
헬로 연남 스테이,외국인관광도시민박업,"서울특별시 마포구 성미산로19길 29, 2층 201호 (연남동)",CDFI2262212025000328,2025-08-26,영업/정상(영업중)
